id,name,chain,protocol,base,reward,apy,tvl,link,is_new,watched,class,has_rewards
177617,TOR-BUSD,BNB Chain,ApeSwap,0.00127796,0.0,0.00127796,1009925,https://api.coindix.com/vault/177617/redirect,False,False,C,no
17280,GUSD,Ethereum,Yearn,0.0011,0.0,0.0011,573625,https://api.coindix.com/vault/17280/redirect,False,False,C,no
272986,USDT-DAI,Optimism,Uniswap,0.0010063,0.0,0.0010063,254720,https://api.coindix.com/vault/272986/redirect,False,False,C,no
75205,TUSD-USDC,Cronos,VVS,0.00095,0.0,0.00095,8350000,https://api.coindix.com/vault/75205/redirect,False,False,C,no
15554,USDT-USDC,Solana,Raydium,0.0008,0.0,0.0008,188640,https://api.coindix.com/vault/15554/redirect,False,False,C,no
272109,DAI-USDC,Ethereum,Uniswap,0.0006956,0.0,0.0006956,414792697,https://api.coindix.com/vault/272109/redirect,False,False,A,no
56597,USDT-BUSD,BNB Chain,ApeSwap,0.0006182,0.0,0.0006182,1366244,https://api.coindix.com/vault/56597/redirect,False,False,C,no
56598,USDC-BUSD,BNB Chain,ApeSwap,0.00061777,0.0,0.00061777,2220369,https://api.coindix.com/vault/56598/redirect,False,False,C,no
44817,MAI-USDC,Solana,Saber,0.00019,0.0004,0.00059,49357,https://api.coindix.com/vault/44817/redirect,False,False,C,yes
272108,DAI-USDC,Ethereum,Uniswap,0.0003973,0.0,0.0003973,878370463,https://api.coindix.com/vault/272108/redirect,False,False,A,no
122113,USDC.e-USDC,Avalanche,Sushi,0.00034804,0.0,0.00034804,61362,https://api.coindix.com/vault/122113/redirect,False,False,C,no
274669,BUSD-JCHF,BNB Chain,Ellipsis,0.0003,0.0,0.0003,65947,https://api.coindix.com/vault/274669/redirect,False,False,C,no
272123,DAI-USDC,Ethereum,Uniswap,0.0002613,0.0,0.0002613,49457094,https://api.coindix.com/vault/272123/redirect,False,False,B,no
66375,MAI-USDC,Solana,Quarry,0.0,0.0002,0.0002,49152,https://api.coindix.com/vault/66375/redirect,False,False,C,yes
274217,MIM-USDT,Ethereum,Uniswap,0.0001728,0.0,0.0001728,52804,https://api.coindix.com/vault/274217/redirect,False,False,C,no
13545,FRAX-USDC,Moonriver,Sushi,0.00012382,0.0,0.00012382,47959,https://api.coindix.com/vault/13545/redirect,False,False,C,no
